Date,Workload sum, Scheduled Hours (Sum) , Planned Absences(Sum) , Unplanned Absences (Sum) , Unpaid Absences (Sum) ,Max Temp (�C),Max Temp Flag,Min Temp (�C),Min Temp Flag,Mean Temp (�C),Mean Temp Flag,Heat Deg Days (�C),Heat Deg Days Flag,Cool Deg Days (�C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
1/20/2024,17,2621.02,304.32,260.82,117.94,4.4,0,0.8,0,2.6,0,15.4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
1/21/2024,1986,4549,512.77,314.17,125.53,7.5,0,1.6,0,4.6,0,13.4,0,0,0,12.4,0,0,0,12.4,0,6,0,0,0,0,0
1/22/2024,72945,7494.59,675.03,478,271.28,7.6,0,4.9,0,6.3,0,11.7,0,0,0,14.4,0,0,0,14.4,0,0,0,0,0,0,0
1/23/2024,44048,8719.76,867.91,569.56,248.68,9.7,0,6.7,0,8.2,0,9.8,0,0,0,13.5,0,0,0,13.5,0,0,0,0,0,0,0
1/24/2024,32508,8344.3,796.32,508.86,225.48,8.2,0,5.9,0,7.1,0,10.9,0,0,0,13.3,0,0,0,13.3,0,0,0,7,0,41,0
1/25/2024,25098,8089.75,850.2,528.74,233.03,8.2,0,7,0,7.6,0,10.4,0,0,0,4.9,0,0,0,4.9,0,0,0,9,0,33,0
1/26/2024,32081,6457.55,824.23,493.05,244.94,12.4,0,7.3,0,9.9,0,8.1,0,0,0,11.9,0,0,0,11.9,0,0,0,0,0,0,0
1/27/2024,8,2589,424.75,266.51,79.78,11.8,0,7.8,0,9.8,0,8.2,0,0,0,39.7,0,0,0,39.7,0,0,0,10,0,35,0
1/28/2024,0,4615.55,603.73,307.67,134.21,13.3,0,8.9,0,11.1,0,6.9,0,0,0,16.1,0,0,0,16.1,0,0,0,0,0,0,0
1/29/2024,58075,7526.75,825.65,474.81,271.31,14.3,0,8.2,0,11.3,0,6.7,0,0,0,4.6,0,0,0,4.6,0,0,0,0,0,0,0
1/30/2024,34736,8786.33,874.62,601.5,208.84,13.8,0,9.2,0,11.5,0,6.5,0,0,0,1.8,0,0,0,1.8,0,0,0,10,0,32,0
1/31/2024,29201,8320.17,902.51,516.28,267.59,13.6,0,8.8,0,11.2,0,6.8,0,0,0,8.9,0,0,0,8.9,0,0,0,7,0,48,0
2/1/2024,25317,8141.44,825.49,520.99,272.28,13.6,0,8.5,0,11.1,0,6.9,0,0,0,1.5,0,0,0,1.5,0,0,0,9,0,36,0
2/2/2024,31151,6513.75,670.97,480.97,252.55,11.2,0,7.3,0,9.3,0,8.7,0,0,0,0.3,0,0,0,0.3,0,0,0,10,0,36,0
2/3/2024,21,2633,351,229.69,80.58,8.6,0,4,0,6.3,0,11.7,0,0,0,0.2,0,0,0,0.2,0,0,0,0,0,0,0
2/4/2024,1,4623.52,567.13,298.11,139.57,7.6,0,1.4,0,4.5,0,13.5,0,0,0,0,0,0,0,0,0,0,0,30,0,31,0
2/5/2024,60551,7598,898.95,430.38,312.48,6.1,0,0.3,0,3.2,0,14.8,0,0,0,0,0,0,0,0,0,0,0,29,0,32,0
2/6/2024,35808,8749.63,1037.65,495.03,264.8,7.2,0,3.1,0,5.2,0,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/7/2024,27003,8298.7,994.3,543.17,278.13,8.1,0,2.2,0,5.2,0,12.8,0,0,0,0.8,0,0,0,0.8,0,0,0,29,0,43,0
2/8/2024,24961,8074.91,1073.94,523.1,222.32,7.3,0,3.9,0,5.6,0,12.4,0,0,0,0,0,0,0,0,0,0,0,29,0,36,0
2/9/2024,26920,6482,983.24,493.88,298.89,7,0,-0.5,0,3.3,0,14.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/10/2024,6,2645,424.75,176.87,107.12,8,0,2.3,0,5.2,0,12.8,0,0,0,1.9,0,0,0,1.9,0,0,0,0,0,0,0
2/11/2024,0,4663.25,844.42,320.37,139.12,7.5,0,4.8,0,6.2,0,11.8,0,0,0,21.9,0,0,0,21.9,0,0,0,0,0,0,0
2/12/2024,56336,7542.89,1119.46,418.72,251.95,8,0,4,0,6,0,12,0,0,0,7.4,0,0,0,7.4,0,0,0,29,0,44,0
2/13/2024,32231,8715.66,1346.32,459.83,270,7.8,0,1,0,4.4,0,13.6,0,0,0,0,0,0,0,0,0,0,0,30,0,34,0
